concept;turkic;iranian
to sit;ɔtəru / wotru / wɔtru / wotru / wotər / wotru / wotru / wɔtrʊː / wɔtərʊː / wɔtrʊː / wɔtrʊː / wɔtrʊː / wɔtrʊː / wɔtrʊː / wɔtrʊː / wɔtrʊː / wɔtrʊː / wɔtrʊː / wɔtrʊː / wɔtrʊː / ɔtʊrʊː / ɔtɨram / ɔtərɐt / ɔtʊrʊː / wɔtər / wɔtrʊː / wɔtrʊː / wɔtrʊː / wɔtərʊː / wɔtərʊː / wɔtərʊː / wɔtrʊː / wɔtrʊː / wɔtrʊː / wɔtrʊː / wɔtrʊː / wɔtərʊː / wɔtrʊː / wɔtərʊː / ʉtəriʃ / utɨriʃ / wɔtɨrmɔq / ɔtɨriʃ / wʉtɪrɪʃ / wʉtərmɔq / ʊtərmɔq / wʉtɪrɪʃ / utəriʃ / utərmɔq / ;ʃiʃtan / ʃiʃtan / ʃiʃtan / ʃitan / ʃiʃtan / ʃiʃtan / ʃiʃtan / mʲeʃinam / ʃiʃtan / ʃiʃtan / ʃiʃtan / ʃiʃtan / ʃiʃtan / ʃiʃtan / ʃiʃtan / ʃiʃtan / ʃiʃtan / ʃiʃtan / ʃiʃtan / ʃiʃtan / ʃiʃtan / ʃiʃtan / ʃiʃtan / ʃiʃtan / ʃʃtan / ʃiʃtan / ʃiʃtan / ʃiʃtan / ʃiʃtan / ʃiʃtan / ʃiʃtan / ʃiʃtan / ʃiʃtan / ʃɪʃtan / anidim / anid / nidak / nidak /  / 
to stand;tru / tru / tru / tru / tər / tru / tər / trʊː / trʊː / trʊː / trʊː / tʊrʊː / tʊrʊː / tʊrʊː / tʊr / tʊrʊː / tʊrʊː / tʊr / tʊrʊː / tʊrʊː / turɨʃ / turam / turat / tʊrʊː / tʊr / trʊː / trʊː / trʊː / tʊrdøʊ / tʉrʊː / trʊː / trʊː / trʊː / trʊː / trʊː / trʊː / trʊː / trʊː / trʊː / tur / turmɔq / turmɔq / turiʃ / turɪʃ / tʊrmɔq / tyrmɔq / tʉrmɔq / turmɔq / turmɔq / ;rɔst / rɔst / rɔst / xɪstan / istodan / ʧəq / ʧərt / ʧɛrt / ʧɛq / ʧq ̩ / istodan / rɔst / rɔst / rɔst / rɔst / rɔst / istodan / xestan / xez / istodan / istodan / ʧx̩t / xestan / rɔst / rɔst / istɔdan / istɔdan / rɔst / istex / istodan / rɔst / xɛstan / rɔstodan / rɔst / awʊʃtim / uʃtak / jaxak / ʊʃtak /  / 
to turn;ajnawʊ / ajnalu / ajnaldrʊ / ajnaldru / ajnalʊ / tʲensʲelu / ajnaldrʊ / ajlandrʊː / ajlandrʊː / ajnaldrʊː / ajnaldrʊː / ajlandrʊː / ajlanʊː / ajlanʊː / tegerɛt / ajlanʊː / ajlanʊː / ajlan / ajlandrʊː / ajlanʊː / ajlaniʃ / ajlanam / ajlandrat / ajlandɨrʊː / tegerɛn / ajlandrʊ / ajlandrʊ / ajlanʊ / ajlanʊː / ajlandrʊː / ajlantrʊː / ajlandrʊː / ajlanʊ / ajlandrʊ / ajlandrʊ / ajlanʊ / ajlandrʊ / ajlandrʊ / ajlandrʊ / ajlaniʃ / ajlaniʃ / ajlanmɔq / ajlaniʃ / ajlaniʃ / ajlanmɔq / ajlanmɔq / ajlanmɔq / ajlanmɔq / ajlanmɔq / ;ʧarx / ʧarɣ / ajnali / ajnali / ajnali / før / fir / fər / før / fr̩ / fr̩ / gird / tɔv / fər / ʧarx / tɔw / ʧarx / girt /  / tɔftan / tɔb̥ / fr̩ / ʧarh / ʧarh / ʧarɣ / tɔw / tɔb̥ / gird / tɔb / ʧarx / ʧarx /  / ɣir / gir / tɔb̥ / daβri / tɔpɪ / tɔbak /  / 
to fall;qʊlaw / qʊlaw / qʊlaw / qʊlaw / qʊlaw / qolaw / qʊlaw / ʒɨɣlʊː / ʒɨɣɨlʊː / qʊlaʊ / qʊlaʊ / ʤɨgɨluː / ʤɨgɨluː / ʤɨgɨluː / tɨsʉː / ʤɨgɨluː / ʤɨgɨluː / ʤɨgɨl / ʤɨgɨlʊː / ʤɨgɨlʊː / ʤigɨlɪʃ / ʤigɨlam / ʧøt / kulajt / ʤɨgɨluː / ʒɨɣlʊː / ʒɨɣlʊː / ʒɨɣlʊː / ʒeɣøldø / ʒɨɣlʊː / qʊlaʊ / ʒɨɣlʊː / qʊlaʊ / qʊlaʊ / ʒɨɣlʊː / qʊlaʊ /  / ʧʊː / qʊlaʊ / jiqɪliʃ / jɪqilmɔq / jiqilmɔq / jiqɨliʃ / jɪqɪlɪʃ / jɪqɪlmɔq / jɪqɪlmɔq / jɪqɪlmɔq / jiqiliʃ / jiqəlmɔq / ;aftodan / aftidan / ɣildan /  / aftidan / ɣaltodan / ɣaltodan /  / ɣaldɔt / ɣaltɔt / uftodan / uftodan / ɣaltidan / aftodan / aftodan / aftodan / uftodan / ɣaltidan / ɣaltidan / uftodan / uftodan / uftodan / ɣaltidan / ɣaltidan / ɣaltidan / ɣaltidan / ɣaltidan / aftidan / ɣaltidan / ɣaltidan / aftidan / ɣaltidan / aftidan / ɣaltidan / atiraʃim / divɪak / tiraʃak / tiraʃak /  / 
to give;bʲɪru / bʲɪru / bʲeru / bʲeru / bʲɪr / bʲeru / bʲeru / bʲerʊː / bʲerʊː / bʲerʊː / bʲerʊː / bʲeryː / bʲeryː / bʲeryː / bʲerʉː / bʲeryː / bʲeryː / bʲer / bʲeryː / bʲeryː / bʲerɪʃ / bʲerɛm / bʲerɛt / bʲerʊː / bʲeryː / bʲerʊ / bʲerʊ / bʲerʊ / bʲerdə / bʲerʊ / bʲerʊː / bʲerʊː / bʲerʊː / bʲerʊː / bʲerʊ / bʲerʊ / bʲerʊː / bʲerʊː / bʲerʊː / ber / bʲermɔq / bʲɪrmɔq / bʲeriʃ / bʲerɪʃ / bʲermɔq / bʲermɔq / bʲermɔq / bʲermɔq / bʲɪrmɔq / ;dɔdan / dɔdan / dodan /  / dɔdan / dodan / dodan / dodan / dot / dodan / dodan / dodan / te / dodan / dodan / dodan / dodan / dodan / dɔdan / dodan / dodan / dodan / dodan / dɔdan / dɔdan / dɔdan / dɔdan / dɔdan / dodan / dɔdan / dɔdan / dɔdan / dodan / dodan / atfarim / tfarak / tfarak / tfarak /  / 
to hold;ʉstaw / ʉstaw / ʊstavtəru / ʊstaw / ʊsta / ʉstaw / ʉstaw / ʊslaʊ / ʊstaʊ / ʊstaʊ / ʉstaʊ / qarmɔː / qarmɔː / qarmɔː / qarmɔː / qarmɔː / qarmɔː / qarma / qarmɔː / qarmɔː / ʉʃau / qarman / ʉʃɐt / karmɔː / qarma / ʉslatɨrʊ / ʉslaʊ / ʊstaʊ / ustaʊ / uslaʊ / ʉslaʊ / ʉslaʊ / ʊslaʊ / ʊslaʊ / ʊslaʊ / ʉslaʊ / ʊʃlaʊ / ʉslaʊ / ʉʃlaʊ / uʃla / tʊtmɔq / uʃlamoq / ʉʃlaʃ / uʃlaʃ / uʃlamɔq / uʃlamɔq / uʃlamɔq / uʃlamɔq / uʃlamɔq / ;dɔʃtan / dɔʃtan / dɔʃʲtan / dɔʃʲtan / dɔʃtan / qapidan / qapidan / mʲeqapam / qapit / qapidan / qapidan / qapidan / qapidan / qapidan / qapidan / qapidan / qapidan / dast / dast / qapidan / qapidan / qapidan / qabidan / qapidan / qapidan / dɔʃtan / qapidan / dɔʃtan / dɔʃtan / dɔʃtan / dɔʃtan / dɔʃtan / dast / dast / ʧaki / ʧaki / ʧaki / ʧaki /  / 
to squeeze;qsu / qəsu / qsu / qsu / qəs / qsu / qsu / qsʊː / qsʊː / qsʊː / kʲesʊː / qɨsʊː / qɨsʊː / qɨsʊː / sɨɣʊː / qɨsʊː / qɨsʊː / qɨs / qɨsʊː / qɨsʊː / sɨɣuː / kɨsam / qɨsat /  / sɨɣʊː / qsʊ / qsʊ / qsʊ / qsuː / qsʊ / qsʊː / qsʊː / qsʊ / qsʊ / qsʊː / qsʊ / qsʊ / qsʊ / qsʊ / qsiʃ / siqiʃmɔq / qismɔq / qsiʃ / qsɪʃ / qs̩mɔq / sq ̩mɔq / qs̩mɔq / qismɔq / qsmɔq / ;qisi kardan / skɔndan / qisi / qsi / qsi / ʤaqidan / ʤɔqidan / mʲeʤəqam / sqɨmɨs / ʤəqidan / ʤʊqidan / ʤaqidan / ʤaqidan / ʤəqidan / ʤoqidan / ʧqidan / ʤəqidan / paʃ / qɪs / ʤəqidan / ʤapidan / xɔjdan / sxmiʃ / qapidan / zʲer / maʤaq / zer / ʃʉrdan /  / qapidan / zer / zer / qis / qis / likat / muʃti / ɣiʒimak / ʧʊvak /  / 
to wash;ʒuw / ʒuwu / ʒuwu / ʒuw / ʒuw / ʒuwu / ʃuwu / ʒʊʊ / ʒʊʊ / ʒʊʊ / ʒʊʊ / ʤuː / ʤuː / ʤuː / ʤuː / ʤuː / ʤuː / ʤuː / ʤuː / ʤuː / ʒʊwʊ / ʤuβam / ʒuβat / ʒʊʊ / ʤuː / ʒʊwʊ / ʒʊːnʊ / ʒʊwʊ / ʒuwənʊː / ʒʊʊ / zʊʊ / ʒɨwʊː / ʒʊwʊ / ʒʊwʊ / ʒʊwʊ / ʒʊwʊ / ʤʊwʊ / ʤʊwʊ / ʤʊβʊ / juviʃ / jumɔq / juvmɔq / juβiʃ / juwɪʃ / juːmɔq / jumɔq / juwɪʃ / juviʃ / juvmɔq / ;ʃuʃtan / ʃyʃtan / ʃustan / ʃytan / ʃuʃtan / ʃuftan / suʃtan / mʲeʃum / ʃuftan / ʃuftan / ʃʉʃtan / ʃyʃtan / ʃʉstan / ʃʉstan / ʃʉstan / ʃʉstan / ʃuʃtan / ʃʉʃtan / ʃʉʃtan / ʃʉstan / ʃʉjdan / ʃuwidan / ʃystan / ʃuʃtan / ʃyʃtan / ʃʉʃtan / ʃʉʃtan / ʃʉstan / ʃʉʃtan / ʃʉʃtan / ʃəʃtan / ʃʃtan / ʃʉʃtan / ʃʉʃtan / asinojim / sinɔjak / sinojak / sinojak /  / 
to wipe;sʉrtu / sʉrtu / sʉrtunu / sʉrtu / sʉrt / sʉrtu / sʉrtu / sʉrtʊː / sʉrtʊː / sʉrtʊː / sʉrtʊː / syrtyː / syrtyː / syrtyː / aːrʧʊː / syrtyː / syrtyː / syrt / syrtyː / syrtyː / artɪʃ / arʧam / artat /  / aːrʧə / sprʊː / sprʊː / sprʊː / səpərʊː / səprʊː / səprʊː / səpərʊː / sɨrtʊ / sɨpɨrʊː / sɨprʊː / spɨrʊː / cørtʊ / sʉrtʊ / sɨrtʊ / artiʃ / artiniʃ / artmɔq / artɪʃ / sʉrtɪʃ / sʉrtmɔq / sʉrtmɔq / sʉrtmɔq / artmɔq / artmɔq / ;pɔk / pɔk / pɔk / pɔk / pɔk / ruftan / ruftan / toza / qɔq / ruftan / ʃʉʃtan / tɔza / tɔza / pɔk / tɔza / tɔza / pɔk / pok / pɔk / ruftan / ruftan / tɔza / pɔk / pɔk / pɔk / pɔk / tɔza / pɔk / tɔza / tɔza / tɔzə / tɔza / pɔk / pɔk / arantim / tɔzai / tɔzai / rantak /  / 
to pull;tartu / tartu / tartu / tartu / tartu / tartu / tartu / sɔzʊː / tartʊ / tartʊ / tartʊː / tartʊː / tartʊː / tartʊː / tart / tartʊː / tartʊː / ʧɔj / tartʊː / tartʊː / tɒrtɪʃ / tartam / iterɛt / tartʊː / tartʊː / sɔzʊ / sɔzʊ / sɔzʊ / tartə / sɔzʊ / tartʊ / tartʊ / tartʊ / tartʊ / sɔzʊ / tartʊ / tartʊ / tartʊ / tartʊ / tɔrt / tɔrtmɔq / tartmɔq / tɔrtɪʃ / tɔrtɪʃ / tɔrtmɔq / tɔrtmɔq / tɔrtmɔq / tortiʃ / tɔrtmɔq / ;kaʃidan / kaʃidan / kaʃidan /  / kaʃidan / kaʃidan / kaʃidan / mʲekaʃam / kaʃit / kaʃidan / kaʃidan / kaʃidan / taraŋ / kaʃidan / kaʃidan /  / kaʃidan / kaʃidan / kaʃidan / drɔz / kaʃidan / kaʃidan / kaʃidan / ʒʒim / kaʃidan / kəʃidan / kaʃidan / kaʃidan / kaʃidan / kaʃidan / kaʃidan / kaʃidan / kaʃidan / kaʃidan / axaʃim / xaʃak / xaʃak / xaʃak /  / 
to throw;laqtəru / tastaw / tastapʲetu / laχtəru / tastaw / tastaw / laqtru / tastaʊ / laqtrʊ / laqtrʊ / laχtrʊ / ɨrgɨtʊː / ɨrɣɨtʊː / ɨrgɨtʊː / ɨrɣɨt / ɨrgɨtʊː / ɨrgɨttʊː / ɨrgɨt / ɨrɣɨtʊː / ɨrɣɨtʊː / taʃtʊː / taʃtam / taʃat / ɨrgɨttʊː / ɨrgɨtʊː / laqtɨrʊ / laqtɨrʊ / laqtɨrʊ / zəŋəttə / laqtɨrʊː / laqtɨrʊː / zɨŋkɨtʊ / laqtɨrʊ / laqtɨrʊ / laqtɨrʊ / laqtɨrʊ / taʃlaʊ / laχtɨrʊ / laχtɨrʊ / tajla / taʃlamɔq / taʃlamɔq / taslaʃ / wɔtmɔq / taʃlamɔq / wɔtmɔq / taʃlamɔq / taʃlaʃ / taʃlamɔq / ;partɔftan / partoftan / partoftan / partoftan /  / partoftan / partoftan / mʲepartom / partoft / partoftan / partɔftan / partɔftan / partɔftan / partɔftan / partɔftan / partɔftan / partɔftan / avɔ / haβɔ / partɔftan / partɔftan / partɔftan / ɣɔrʊndan / ɣirɣɔndan / partoftan / partoftan / partoftan / partoftan / partoftan / partoftan / partoftan / partoftan / hawɔ / hawɔ / apartovimʃ / partovak / partovak / partovak /  / 
to tie;bajlaw / bajlaw / bajlaw / bajlaw / toχu / bajlaw / bajlaw / bajloː / bajlaʊ / bajlaʊ / bajlaʊ / bajlɔː / bajlɔː / bajlɔː / bajlɔː / bajlɔː / bajlɔː / bajla / bajlɔː / bajlɔː / bajlɪʃ / bajlam / bajlɛt / bajlanʊː / bajla / bajlaʊ / bajlaʊ / bajlaʊ / bajlaʊ / bajlaʊ / bajlanu / bajlaʊ / bajlaʊ / bajlaʊ / bajlanəsʊ / bajlaʊ / bajlaʊ / bajlaʊ / bajlaʊ / bɔɣla / bajlamɔq / bajlamɔq / bajlaʃ / bɔɣlaʃ / bɔɣlamɔq / bɔɣlamɔq / bɒɣlamɔq / bɔɣlaʃ / bɔɣlamɔq / ;bastan / bastan / bastan / bastan / ula / bastan / bastan / mʲebandom / bastak / bastan / bastan / bastan /  / bastan / bastan / bastan / bastan / bastan / bastan / bastan /  / bastan / bastan / bastan / bastan / bastan / bastan / bastan / bastan / uzʲel / alɔka / bastan / bastan / bastan / avantimʃ / vantak / kaʃoli / βantak /  / 
to sew;tegu / tegu / tɪgu / tɪgu / tegu / tɪgu / tɪgu / tɪgʊː / tɨgʊː / tɨgʊː / tɨgʊː / tiɣyː / tiɣyː / tiɣyː / tig˳ / tiɣyː / tigyː / tik / tiɣyː / tigʊː / tigʊː / tigɛm / tigɛt /  / tiɣyː / tɨgʊː / tɨgʊː / tɨgʊː / tɨgʊː / tɨgʊ / tɨgʊ / tɪgʊː / tɨgʊː / tɨgʊː / tɨgʊː / tɨgʊː / tɨgʊː / tɨgʊː / tɨgʊː / tɪkiʃ / tikmɔq / tikmɔq / tikiʃ / tɪkiʃ / tikmɔq / tikiʃ / tikmɔq / tikiʃ / tikmɔq / ;duxtan / døxtan / døxtan /  / døxtan / duxtan / dʊxtan / mʲeduzram / duxtan / duxtan / duxtan / duxtan / duxtan / duxtan / duxtan / duxtan / duxtan / dʉxtan /  / duxtan / duxtan / duxtan / duxtan / duxtan / dʊxtan / dʊxtan / dʊxtan / dʊxtan / dʊxtan / duxtan / duxtan / duxtan / dʉxtan / dʉxtan / aʃijimʃ / ʃijak / ʃijak / ʃijak /  / 
to say;ajtu / søjlu / ajtu / søjlu / søjlew / søjlʊ / søjlʊ / søjlʊː / søjlʊː / søjlʊː / søjleʊ / syjløː / syjløː / syjløː / syjløː / ajtuː / syjløː / syjløː / ajtuː / syjløː / sijløʃ / syløɪm / syløjt / syløw / syjløː / syjløp / ajtʊ / søjlʊ / sɨjlʊː / søjlʊː / sɨjlʊː / søjlʊː / søjlʊː / søjlʊː / søjlʊː / søjlʊː / søzlʊː / søjlʲʊ / søzlʊː / gapɪrgin / gaplaʃiʃ / gapɪrmɔq / gapɨrɪʃ / gapɨrmɔq / ajtmɔq / gapərmɔq / gapərmɔq / gapərmɔq / gapərmɔq / ;guftan / gaf / guftan / guftan / gap / guftan / gab / gab / gaf / gaf / guftan / guftan / gafzan / guftan / gap / guftan / guftan / gap / gap / guftan / guftan / gap / gav / gap / gap / gaf / gʊftan / gʊftan / guftan / guftan / guftan / guftan / guftan / gap / gap / gap / βɔβak / gapi /  / 
to sing;ɣulʲe / ajtu / wøle / ɛn / æŋ / wølim / wølim / ɛn / ɛn / ɛn / qɔsəʁ / ɨrdɔː / ɨrdɔː / ɨrdɔː / ɨrdɔː / ɨrdɔː / ɨrdɔː / ɨrdɒw / ɨrdɔː / ɨrdɔː / ɨrdaʃ / ɨrdaɪm / ɨrdaɪt / ɨrdoː / ɨrdɔː / qɔsəʁ / qɔsəʁ / qɔsq / qɔsɜq / qɔsɜq / qɔsəʁ / qʊsəʁ / qɔsə / qɔsə / qɔsəʁ / qɔsəʁ / qɔsəʁ / qɔʃəq / qɔsəq / kyjla / aʃʉla / aʃula / aʃula / aʃʊla / xʊʃʊk / aʃʊla / kʉjlamɔq / aʃula / aʃula / ;sarɔjidan / aʃula / aʃulə / xɔndan / aʃula / aʃula / aʃula / aʃula / aʃula / aʃula / hɔfizi / hɔfizi / xɔndan / hɔfizi / hɔfizi / bajt / hɔfizi /  /  / hɔfizi / xɔndan / hɔfizi /  / aʃula / aʃulə / ʃer / ʃer / sʉrʉd̥ / aʃula / xɔndan / ʃərʉdan / ʃer / xɔndan / xɔndan / aʒɔjim / ʒɔjak / ʒɔj / ʒɔjak /  / 
to play;wɔjnaw / ɔjnaw / wɔjnaw / wɔjnaw / wɔjnaw / ɔjnaw / ɔjnaw / ɔjnɔʊ / ʊjnɔː / wɔjnaʊ / wɔjnaʊ / ɔjnɔː / ɔjnɔː / ɔjnɔː / ɔjnɔː / ɔjnɔː / ɔjnɔː / ɔjnɔː / ɔjnɔː / ɔjnɔː / ɔjnɐʃ / ɔjnøɪm / ɔjnaɪt / biløː / ɔjnɔː / wɔjnaʊ / wɔjnaʊ / wɔjnaʊ / wɔjnaʊ / ɔjnaʊ / wɔjnaʊ / ɔjnaʊ / wɔjnaʊ / wɔjnaʊ / wɔjnaʊ / wɔjnaʊ / wɔjnaʊ / wɔjnɔʊ / wɔjnaʊ / ʉjna / ʉjnamɔq / ɔjnamɔq / ojnaʃ / ɔjnamɔq /  / ɔjnamɔq / ɔjnamɔq / ʉjnamɔq / ʉjnamɔq / ;bɔzi / bɔzi / bɔzi / bɔzi / bɔzi / bɔzi / bozi / bozi / bɔzi / bɔzi / bozi / bozi / bɔzi / bɔzi / bɔzi / bɔzi / bɔzi / bɔzi / bɔzi / bɔzi / bɔzi / bɔzi / bɔzi / bɔzi / bɔzi / bɔzi / bɔzi / bɔzi / bɔzi / bɔzi / bɔzi / bɔzi / bɔzi / bɔzi / bɔzi / bɔzi / bɔzi / bɔzi /  / 
to freeze;tɔŋu / toŋu / toŋu / toŋu / toŋu / toŋu / toŋu / qatərʊː / tɔŋʊː / tɔŋʊː / tɔŋʊː / tɔŋu / yʃyː / yʃyː / ʉʃʉː / yʃyː / tɔŋuː / tɔŋuː / tɔŋuː / tɔŋuː / yʃɪʃ / tɔŋɨjt / ysyt / tɔŋʊː / yʃyː / tɔŋʊː / tɔŋʊː / tɔŋʊː / tɔŋʊː / tɔŋʊː / tɔŋʊː / tɔŋʊː / tɔŋʊː / tɔŋʊː / tɔŋʊː / tɔŋʊː / tɔŋʊː / tɔŋʊː / tɔŋʊː / sauq / sɔβʊq / muzlamɔq / sɔβʊq / sɔqɔtɪʃ / mʊzlamɔq / mʊzlamɔq / mʊzlamɔq / muzlamɔq / sɔvuq / ;xunuk / jax / xunuk / xunuk / xunuk / jax / xunuk / xanək / xənək / xnək / xunuk / xunuk / xunuk / xunuk / jax / xənək / xənək / xunuk / xunuk / xənək / xʊnʊk / xnək / xunuk / xunuk / xunik / xunuk / xunuk / xunuk / xunuk / xunuk / xənək / xənək / xunuk / xunuk / ix / xʊnʊk / xʊnʊk / xʊnʊk /  / 
sun;kʉn / kʉn / kʉn / kʉn / kʉn / kʉn / kʉn / kʉn / kʉn / kʉn / kʉn / kyn / gyn / gyn / kyn / gyn / gyn / gyn / kyn / gyn / gyn / gyn / gyn / kyn / kyn / kʉn / qʉjaʃ / kʉn / qʉjaʃ / kyn / qʉjaʃ / kʉn / kʉn / kʉn / kʉn / qʉjaʃ / qʉjaʃ / qʉjaʃ / kʉn / qujɔʃ / qujɒʃ / qujɔʃ / qujɔʃ / qujɔʃ / qujɔʃ / qujɔʃ / qyjaʃ / qujɔʃ / qujɔʃ / ;ɔftɔb̥ / ɔftɔb̥ / ɔftɔb̥ / ɔftɔb̥ / ɔftɔp / aftaw / oftɔb / aftɒb / aftaw / aftaw / ɔftob̥ / ɔftɔb̥ / ɔftɔb̥ / ɔftɔb̥ / ɔftɔb̥ / aftɔw / aftɔw / ɔftɔb̥ / ɔftɔb̥ / aftow / ɔftɔb̥ / aftow / oftɔp / ɔftɔb̥ / ɔftɔb̥ / ɔftɔb̥ / ɔftɔb̥ / ɔftɔb̥ / ɔftɔb̥ / ɔftɔb̥ / ɔftɔb̥ / ɔftɔb̥ / oftob̥ / oftob / xir / xur / xʉr / xʊr /  / 
moon;aj / aj / aj / aj / aj / aj / aj / aj / aj / aj / aj / aj / aj / aj / aj / aj / aj / aj / aj / aj / ɒj / ɒj / ɒj / aj / aj / aj / aj / aj / aj / aj / aj / aj / aj / aj / aj / aj / aj / aj / aj / ɔj / ɒj / wɔj / ɔj / ɔj / ɔj / ɔj / ɔj / ɔj / ɔj / ;mɔh / mah / mɔh / mahtɔv̥ / mah / moh / mɔhtɔb / mahtɒb / mahtɔw / maftɔw / mɔhtɔb̥ / mɔhtɔb̥ / mahtɔb / mɔhtɔb̥ / mɔhtɔb / mahtɔw / mahtɔw / ma / ma / mahtɔw / mahtɔb / mahtɔw / mɔh / mɔh / mɔh / mɔhtɔb / mɔhtɔb / mɔh / mɔh / mahtɔb / mahtɔb̥ / mahtɔb / ma / maː / mahtɔb / mahtɔb / mɔh / mɔh /  / 
star;ʒɔldəz̥ / ʒʉldʊz̥ / ʒʊldʊz̥ / ʒʊldəz̥ / ʒʉldəz̥ / ʒʉldəz̥ / ʒʉldəz̥ / ʒʉldɨz̥ / ʒyldʉz̥ / ʒʉldɨz̥ / ʒʉldɨz̥ / ʤɨldɨz̥ / ʤɨldɨz̥ / ʤɨldɨz̥ / ʤɨldɨz̥ / ʤɨldɨz̥ / ʤɨldɨz̥ / ʤɨldɨz̥ / ʤɨldɨz̥ / ʤɨldɨz̥ / ʒɨldɨz̥ / ʒɨldəz̥ / ʤɨldɨz̥ / ʤɨldɨz̥ / ʤɨldɨz̥ / ʒʉldɨz̥ / ʒʉldɨz̥ / ʒʉldɨz̥ / ʒɨldɨz̥ / ʒɨldɨz̥ / ʒɨldɨz̥ / ʒɨldɨz̥ / ʒʊldɨz̥ / ʒɨldɨz̥ / ʒ˳ɨldɨz̥ / ʃʉldɨz̥ / juldɨz̥ / ʤʉldɨz̥ / ʤuldɨz̥ / juldyz̥ / julduz̥ / juldɨz̥ / julduz̥ / juldʊz̥ / juldʊz̥ / juldʊz̥ / juldyz̥ / julduz̥ / julduz̥ / ;sitɔra / stɔra / stɔra / stɔra / stɔra / istora / istora / istora / istora / istora / sitora / sitora / sitora / sitora / sitora / sitora / sitora / stɔra / stɔra / sitora / sitora / sitora / sitora / jɨldɨz̥ / sitɔra / stɔra / sɪtɔra / stɔra / sɪtɔra / stɔra / sɪtɔra / sɪtɔra / stɔra / jilduz̥ / stɔra / sitɔra / sitɔra / stɔra /  / 
water;suː / suː / suː / suː / sʊː / suː / suː / sʊː / sʊː / sʊː / sʊː / suː / suː / suː / suː / suː / suː / suː / suː / suː / sʊː / sʊː / sʊː / sʊː / suː / sʊː / sʊː / sʊː / sʊː / sʊ / sʊː / sʊː / sʊː / sʊː / sʊː / sʊː / sʊː / sʊː / sʊː / suβ / suw / sʊw / sʊw / suw / suw / suw / suw / suβ / suβ / ;ɔb̥ / ob̥ / ɔb̥ / ɔb̥ / ɔb̥ / aw / ɔb / aw / aw / aɔ / ɔb̥ / ɔp / ɔb̥ / ɔb̥ / ɔb / ɔβ / ɔβ / ɔb̥ / ɔb̥ / ɔw / ɔw / ɔw / ob̥ / ob̥ / ob̥ / ɔb̥ / ɔb̥ / ɔw / ɔb̥ / ɔb / ɔb̥ / ɔβ / ɔb / ɔb̥ / ɔp / ɔp / ɔp / ɔb̥ /  / 
rain;ʒaŋbɨr / ʒaŋbɨr / ʒaŋbər / ʒaŋbɨr / ʒaŋbər / ʒaŋbər / ʒaŋbər / ʒawɨn / ʒaŋɣɨr / ʒaŋbɨr / ʒaŋbɨr / ʤaːn / ʤaːn / ʤaːn / ʤaːn / ʤamgɨr / ʤaːn / ʤaːn / ʤamɣɨr / ʤaːn / ʤaŋgɨr / ʤamgɨr / ʤamɣɨr / ʤamgɨʃ / ʤaːn / ʒamɣɨr / ʒawɔn / ʒawɔn / ʤamɣɨr / ʒawɨn / ʒamɣɨr / ʒawɨn / ʒawɔn / ʒawɔn / ʒ˳awɔn / ʒamgɨr / ʤawon / ʤawon / ʤawɔn / jɔmɣər / jɔmɣɪr / jɔmgɜr / jɔmgɜr / jɔmɣɪr / jɔmɣər / jɔmɣər / jɔmɣər / jɔmɣɪr / jɔmɣər / ;bɔrɔn / bɔrɔn / bɔrɔn / bʊrʊn / bɔrɔn / bɔrun / bɔrʊn / bɔrʊn / bɔrun / bɔrun / bɔrɔn / bɔrɔn / bɔrɔn / bɔrɔn / bɔrɔn / bɔrɔn / bɔrʊn / bɔrɔn / bɔrɔn / bɔrʊn / bɔrɔn / bɔrʊn / bɔrɔn / bɔrɔn / bɔrɔn / bɔrɔn / bɔrɔn / bɔrɔn / bɔrɔn / bɔrɔn / bɔrʊn / bɔrɔn / bɔrɔn / bɔrɔn / bɔrʊːn / bɔrɔn / bɔrʊːn / bɔrʊːn /  / 
river;wøzʲen / darja / bəlaq / wøzʲen / wøzʲen / wøzʲen / kʉł / darja / wøzʲen / wøzʲɛn / wøzʲɛn / darja / suː / darja / darja / suː / darja / darja / darja / darja / darja / sɒj / sɒj / sɒj / arɨk / darja / darja / darja / ʤap / tarja / tarja / darja / darja / tarja / d̥arja / darja / ʤap / darja / darja / darjɔ / darjɔ / darjɔ / darjɔ / darjɔ / darjɒ / darjɔ / dajrɒ / darjɔ / darjɔ / ;darjɔ / darjɔ / ʤɔj / ʤɔj / darjɔ / darjɔ / darjɔ / kanal / darjɔ / darjɔ / darjɔ / darjɔ / dajrɔ / darjɔ / darjɔ / darjɔ / darjɔ / ʤʉj / ʤʉj / darjɔ / darjɔ / darjɔ / darjɔ / darjɔ / darjɔ / darjɔ / darjɔ / darjɔ / darjɔ / darjɔ / darjɔ / darjɔ / dajrɔ / darjɔ / darjɔ / darjɔ / dajrɔ / dajrɔ /  / 
